déformation,diformadur
déformer,diformiñ
degré,derez
"delta (δ, Δ)",delta
demi-,hanter-
demi-axe,hanter-ahel
demi-cercle,hanter-gelc'h
demi-droite,hanter-eeunenn
demi-espace,hanter-spass
demi-grand axe,hanter-ahel bras
demi-période,hanter-beriod
demi-petit axe,Hanter-ahel bihan
demi-plan,hanter-blan
démonstration,anatadenn
démontrabilité,anatadusted
démontrable,anatadus
démontrer,anataad
dénombrable,niveradus
dénombrement,niveriñ
dénombrer,niveriñ
dénominateur,denominator
densité,douester
dépendance,depantusted
dépendant (de),depantus (douzh)
dépendre (de),depantoud (douzh)
déplacement,diblassamant
dérangement,direnkamant
dérivabilité,deveradusted
dérivable,deveradus
dérivation,deveradur
dérivé,deveret
dérivée,deverenn
dérivée à droite,deverenn a-zehoù
dérivée à gauche,deverenn a-gleiz
dérivée partielle,deverenn darnel
dérivées successives,deverennoù heulius
dériver,deveriñ
descendante,diskennant
descendante (chaîne),chadenn diskennant
descente infinie,diskenn infinit
description,deskrivadur
descriptive (géométrie),geometriezh deskriptivel
déterminant,determinant
déterminer,determinañ
développabilité,diorroadusted
développable,diorroadus
développée,diorroenn
développement,diorroadur
développement décimal,diorroadur degel
développer,diorren
dia-,dia-
diable (escalier du),skalier au diaoul
diagonal,diagonal
diagonale,diagonalenn
diagramme,m. diagramm
diagramme circulaire,diagramm kelc'hieg
diagramme en bâtons,diagramm e bizhier
diamétral,diametral
diamétralement,ent-diametral
diamètre,diametr
dichotomie,dikotomiezh
dièdre,diedr
différence,diferañs
différent (de),diforc'h (diouzh)
dimension,ment
diophantien,diofantian
direct,"eeun, direkt"
direct (produit),produ direkt
directement,end-eeun
directeur,"durc'haer, rener"
directeur (coefficient),koeffisiant durc'haer 
direction,durc'hadur
discontinu,digendalc'hus
discontinuité,digendalc'husted
discriminant,diskriminant ad/m.
disjoindre,disjuntañ
disjoint,disjunt
disjonction,disjuntadur
disque,disk
dissymétrie,dissimetriezh
dissymétrique,dissimetreg
distance,distañs
distinct, diforc’h (diouzh)
distributif,distributivel
distribution,distribussion
distributivité,distributivelezh
divergence,diverjans
divergent,diverjant
diverger,diverjiñ
dividende,ranned
diviser,rannañ
diviseur,ranner
diviseur commun,ranner boutin
diviseur de zéro,ranner eus zero
divisibilité,rannadusted
divisible,rannadus
division,rannadur
division euclidienne,rannadur euklidian
dodécaédral,dodekaedrel
dodécaèdre,dodekaedr
dodécagonal,dodekagonel
dodécagone,dodekagon
données,roennou
double,doubl
doublement,end-doubl
doublet,doublet
doubleton,daouad
droit,reizh
droit (angle),ankl reizh
droit (cylindre),silendr reizh
droite,eeunenn
droite graduée,eeunenn dereziet
duodécimal,daou-zegel
dynamique,dinamikel
"dzêta (ζ, Ζ)",dzeta
écart,diskart
écart angulaire,diskart-ankl
écart-type,diskart-tip
éclipse,eklipsenn
écriture,skritur
écriture décimale,skritur degel
échantillon,standilhon
échelle,skeul
échelle métrique,skeul metreg
effectif,efektivel
effectif,niverad
effectivité,efektivelezh
effet,efed
efficace,efedus
efficacité,efedusted
égal (à),kevatal (da)
égalité,kevatalder
égalité remarquable,kevatalder remerkus
égyptien,ejipsian
eikosiheptagramme,ikosiheptagramm
élément,elfenn
élémentaire,elfennel
élémentaire (géométrie),geometriezh elfennel
élever,sevel
élever un nombre au carré,sevel un niver d'ar c'harrez
élimination,eslamadur
éliminer une variable,eslemel ur variantenn
ellipse,elipsenn
ellipsoïdal,elipsoïdel
ellipsoïde,elipsoïd
ellipsoïde de révolution,elipsoïd-tro
elliptique,eliptik
éloignement,pellder
emboîté,embouestet
empilement,entessadur
empiler,entessiñ
encadrement,sterniadur
encadrer,sterniañ
énergie,energiezh
engendré (par),engehentet (gant)
engendrer,engehentañ
ennéagone,enneagon
énoncé,enonsiad
énoncer,enonsiñ
énonciation,enonsiadenn
ensemble,teskad
entier,anterin
entier de Gauss,anterin Gauss
entier naturel,anterin naturel
entier relatif,anterin relativel
entraîner (impliquer),emplegañ
entropie,entropiezh
épi-,epi-
"epsilon (ε, Ε)",epsilon
équateur,keheder
équation,kevatalenn
équation (mettre en),kevatalenniñ
équation (mise en),kevatalennadur
équatorial,kehederel
équerre,skwer
équi-,"ekwi-, ke-"
équidistance,ekwidistañs
équidistant (da),ekwidistant (diouzh)
équilatéral,kekostezeg
équilibre,kempoues
équinoxe,kehedez
équipotence,ekwipotañs
équipotent (à),ekwipotant (da)
équiprobabilité,ekwiprobapted
équiprobable,ekwiprobabl
équivalence,ekwivalañs
équivalent (à),ekwivalant (da)
erreur,error
escalier,skalier
escalier (fonction en),fonksion a skalier
espace,spass
espèce,spess
espérance mathématique,esperañs matematik
essentiel,essañsiel
ET (∧),"HA, HAG"
"êta (η, Η)",eta
euclidien,euklidian
eulérien,eulerian
évaluation,evaluadur
évaluer,evaluiñ
événement,darvoud
éventualité,c'hoarvoud
éventuel,c'hoarvoudel
évident,anad
exa- (E) : ×10^18,egza-
exact,rik
exactitude,rikted
excentricité,eksantregezh
excentrique,eksantreg
excepté,seped
exceptionnel,sepedel
excès,ekses
exclu,eskloset
exclure,esklosañ
exclusif,esklosus
exclusion,esklosadur
existe (il),"bez'ez eus, boud ez eus"
existe un ... au moins (il),bez'ez eus un ... d'an nebeutañ
existence,bezoud
existentiel,-bezoud
exister,"bezañ, boud"
expérience,arnodad
explication,esplegadur
explicite,espleg
expliciter,esplegataad
expliquer,esplegañ
exponentiation,eksponantadur
exponentiel,eksponañsiel
exponentielle,eksponañsiel
exposant,eksponant
expression,estaolad
exprimer,"esteurel, esteuler"
extension,emledadur
extension,ledanadur
extérieur,diavaes
externe,-diavaes
extraction,estennadur
extraire,estennañ
extrait,estennet
extrapolation,ekstrapoladur
extrapoler,ekstrapoliñ
extrémal,ekstremal
extrémale,ekstremalenn
extrémité,dibenn
extrémités,pennoù
extremum,ekstremum
face,talenn
facteur,faktor
facteur commun,faktor boutin
factoriel,faktorel
factorielle n (n!),faktorel n
factorisation,faktorisadur
factoriser,faktorisañ
faible,gwan
faisceau,feskatl
famille,familh
faut (il),red eo
faut (il) et il suffit,red eo ha bastus eo
faut (il) et il suffit,red eo ha sufiss eo
faux,faos
femto- (f) : ×10^-15,fenito-
fermé,serred
fermé (intervalle),interval serr
fermé à droite,serr a-zehoù
fermé à gauche,serr a-gleis
feuillet,feuilhed
figure,figurenn
fini,finit
fini (ensemble),teskad finit
fonction,fonksion
fonction continue,fonksion g-kendalc'hus
fondamental,diasez
fondements,diasoù
formalisation,formalisadur
formaliser,formalisañ
forme,form
formel,formel
formel (calcul),jedadur formel
formulation,formuladur
formule,formulenn
formuler,formuliñ
fractal,fraktal
fractale,fraktalenn
fraction,fraksion
fractionnaire,fraksionel
fréquence,frekañs
galiléen,galilean
galoisien,galoasian
"gamma (γ, Γ)",gamma
gaussien,gaossian
général,jeneral
généralisation,jeneralisadur
généralisé,jeneraliset
généraliser,jeneralisañ
généralité,jeneralded
géométrie,geometriezh
géométrie elliptique,geometriezh eliptik
géométrie euclidienne,geometriezh Euklidian
géométrie hyperbolique,geometr. hiperboleg
géométrie métrique,geometriezh metreg
géométrique,geometreg
géométrisation,geometrisadur
giga- (G) : ×10^9,giga-
glissée (symétrie),simetriezh risklet
glissement,riskladur
global,global
globalement,ent-global
globalisation,globalisadur
globaliser,globalisañ
globalité,globalded
gnomon,gnomon
gradient,gradiant
graduation,"dereziadur, graduadur"
gradué,"dereziet, graduet"
graduer,"dereziañ, graduiñ"
grammaire,yezhadur
gramme,gramm
grand,bras
grand (infiniment),bras-infinit
grand (plus ... que),brassoc'h eged
grandeur,braster
graphe,graf
graphique,grafik
graphique,grafikel
gravitation,gravitadur
gravité,gravite
gravité (centre de),kreisenn-gravite
graviter,gravitañ
harmonique,harmonik
harmonique,harmonikel
hasard,asard
hauteur,uhelder
hauteur,uhelderenn
hectare,hektar
hecto- (h) : ×10^2,hekto-
hélice,heliss
hélicoïdal,helikoïdel
hélicoïde,helikoïd
hémisphère,hemisferenn
hendécagone,hendekagon
heptadécagone,heptadekagon
heptaèdre,heptaedr
heptagone,heptagon
hétérogène,heterogeneg
hexadécimal,c'hwe-zegel
hexaèdre,hegzaedr
hexagonal,hegzagonel
hexagone,hegzagon
hexagramme,hegzagramm
histogramme,histogramm
homo-,homo-
homogène,homogeneg
homologue,homologel
homothétie,homotetiezh
homothétique,homoteteg
horizon,horizon
horizontal,horizontal
horizontale,horizontalenn
horizontalité,horizontalded
hyper-,hiper-
hyperbole,hiperbolenn
hyperbolique,hiperboleg
hyperbolique (fonction),fonksion hiperboleg
hyperboloïde,hiperboloïd
hyperelliptique,hipereliptik
hypergéométrique,hipergeometreg
hypergraphe,hipergraf
hyperplan,hiperplan
hyperquadrique,hiperkwadrikenn
hypersphère,hipersferenn
hypersurface,hipergorreenn
hypo-,hipo-
hypoténuse,hipotenusenn
hypothèse,hipotesenn
hypothético-déductif,hipotetiko-deduktivel
hypothétique,hipoteteg
icosaèdre,ikosaedr
idéal,ideal
idéal premier,ideal prim
idéal principal,ideal pennañ
identification,identifiadur
identifier,identifiañ
identique,identel
identiquement,end-identel
identiquement nul,null end-identel
identité,identite
image,skeudenn
imaginaire,imajinar
imaginaire pur,imajinar pur
impair,ampar
implication,emplegadur
implicite,empleg
impliquer,emplegañ
impossibilité,dibossupted
impossible,dibossubl
incertitude,diassurded
incidence,insidañs
incident,insidant
inclure,enklosañ
inclus,enkloset
inclusif,enklosus
inclusion,enklosadur
incommensurabilité,digenvusuliadusted
incommensurable,digenvusuliadus
incompatibilité,digendere
incompatible,digendere
incomplet,diglok
incomplétude,diglokted
inconnue,dianavenn
indécidabilité,andessidadusted
indécidable,andessidadus
indécomposable,andigomposadus
indéfini,antermenet
indémontrable,dianatadus
indépendance,di-zepantusted
indépendant (de),di-zepant (diouzh)
indexer,indeksiñ
indicateur,diskweler
indication,diskweladenn
indicatrice,diskweleres
indice,indiss
indiquer,diskwel
indirect,aneeun
individu,hinienn
indo-arabe,indo-arabeg
inductif,induktivel
induction,"induksion, indusadur"
induire,indusiñ
induit,induset
inégal,digevatal
inégalité,digevatalder
inégalité triangulaire,digevatalder tric'horneg
inéquation,digevatalenn
inertie,inertiezh
inexact,anrik
inexactitude,anrikted
inférence,inferañs
inférer,inferiñ
inférieur,issañ
inférieur (à),bihannoc'h (eged)
inférieure (borne),born issañ
inférieure (limite),limit issañ
inférieurement,end-issañ
infini,infinit
infiniment,infinit
infinité,infinit
infinitésimal,infinitesimal
infinitude,infinited
inflexion,infleksion
initial,initial
initialisation,initialisadur
initialiser,initialisañ
injectif,injektivel
injection,injeksion
injectivité,injektivelezh
inscriptible,enskrivadus
inscrire,enskrivañ
inscrit,enskrivet
instabilité,distabilded
instable,distabil
instant,istant. m.
instantané,istantel
inter (∩),inter
intérieur,diabarzh
intermédiaire,-etre
interne,-diabarzh
Internet,Internet
interpolation,interpoladur
interpoler,interpoliñ
interprétation,interpretadur
interpréter,interpretiñ
interquartile,interkwartil
intersection,interseksion
intervalle,interval
intervalle de confiance,interval-fiziañs
intrinsèque,intrinsek
invariance,invariañs
invariant,invariant ad/m.
inverse,invers
inversement,end-invers
inverser,inversiñ
inverses (éléments),elfennoù invers
inverses (figures),figurennoù invers
inversibilité,inversadusted
inversible,inversadus
inversion,"inversadenn, inversadur"
"iota (ι,Ι)",iota
irrationalité,anrassionalded
irrationnel,anrassional
irréductibilité,diredusadusted
irréductible,diredusadus
irrégularité,direoliegezh
irrégulier,direol(ieg)
iso-,iso-
isobarycentre,isobarikreisenn
isocèle,isoskel
isochrone,isokron
isogonal,isogonal
isolation,isoladur
isolé,isolet
isoler,isoliñ
isométrie,isometriezh
isométrie affine,isometriezh afin
isométrique,isometreg
isotope,isotopel
isotopie,isotopiezh
issu (de),o toned eus
itératif,iterativel
itération,iteradur
itéré,itered
itérée,iterenn
itérer,iteriñ
jeu,c'hoari
jeu à pile ou face,c'hoari pil pe groas
jeu de dés,c'hoari dinsoù
joindre,juntañ
jumeaux (nombres),niveroù gevell
Jupiter,Jupiter
"kappa (κ,Κ)",kappa
"khi (χ, Χ)",khi
kilo- (k) : ×10^3,kilo-
"ksi (ξ, Ξ)",ksi
"lambda (λ,Λ)",lambda
langage,langaj
langage formel,langaj formel
largeur,ledander
latéral,kostezel
latitude,ledenn
lemme,lemma
lettre,lizherenn
liberté,librentez
libre,libr
lié,liammet
lieu géométrique,lec'h geometreg
ligne,linenn
ligne de niveau,linenn-live
limaçon de Pascal,maligorn Pascal
limite,limit
limite inductive,limit induktivel
limite inférieure,limit issañ
limite supérieure,limit ussañ
linéaire,linear
linéaire (algèbre),aljebr linear
linéaire (système),sistem linear
linéairement,end-linear
linéarisation,linearisadur
linéariser,linearisañ
linéarité,linearded
littéral,lizherennel
local,lokal
localement,end-lokal
localisation,lokalisadur
localisé,lokalised
localiser,lokalisañ
log-normal,log-normal
log-transformer,log-transformiñ
logarithme,logaritm
logarithme intégral,logaritm integral
logarithmique,logaritmeg
logique,lojik
logique,lojik
loi,lesenn
longitude,hedenn
longitudinal,hedennel
longueur,hirder
losange,losanj
lunule,loarell
machine,machin
magique (carré),karrez majik
majeur,major
majorant,majorant
majoration,majoradur
majoré,majoret
majorer,majoriñ
mantisse,mantiss
Mars,Mars
mathématicien,matematikour
mathématique,matematik(el)
Mathématique(s),Matematik(où)
Mathématiques appliquées,Matematik(où) arveret
Mathématiques modernes,Matematik(où) modern
Mathématiques pures,Matematik(où) pur
mathématisation,matematisadur
matrice,matriss
matriciel,matrissel
maximal,maksimal
maximalité,maksimalded
maximisation,maksimisadur
maximum,maksimum
mécanique,mekanik
mécanique,mekanikel
médian,median
médiane,medianennn
médiateur,mediator
médiatrice,mediatores
méga- (M) : ×10^6,mega-
membre,esel
Mercure,Merkur
méridien,meridian
méridienne,meridianenn
méridienne,meridianenn
mesurabilité,musuliadusted
mesurable,musulliadus
mesure,musul
mesure (théorie de la),teorienn ar musul
mesurer,musuliañ
méta-,meta-
métalangage,metalangaj
métalogique,metalojik
métamathématique,metamatematik
méthode,metod
méthodique,metodikel
méthodologie,metodologiezh
méthodologique,metodologikel
mètre,metr
mètre carré,metr-karrez
mètre cube,metr-kub
métrique,metreg
métrique,metrik
métrisable,metrisadus
micro- (μ) : ×10^-6,mikro-
milieu,"kreis, (poent)-kreis"
mille,mil
milli- (m) : ×10^-3,mili-
milliard (10^9),miliard
million (10^6),milion
mineur,minor
minimal,minimal
minimalité,minimalded
minimax,minimaks
minimisation,minimisadur
minimiser,minimisañ
minimum,minimum ad/m.
minorant,minorant ad/m.
minoration,minoradur
minoré,minoret
minorer,minoriñ
minute,munut
mixte (produit),produ kemmesk
mobile,fiñvus
modal,modal
mode,mod
modèle,"model, patrom"
modélisation,modelisadur
modéliser,modelisañ
moderne,modern
modulaire,modular
module,modul
modulo,modulo
moins,"namaed, nemed"
moment,"momant m,"
mono-,mono-
monodromie,monodromiezh
monogène,monogeneg
monôme,monom
monômial,monomial
monotone,monotonel
monotonie,monotoniezh
morceau,tamm
morphisme,morfism
mot,ger
mouvement,fiñvadur
moyen,krenn
moyenne,krennenn
moyenne pondérée,krennenn kempoueset
"mu (μ, Μ)",mu
muet,mud
multi-,"lies-, multi-"
multidimensionnel,liesmentel
multilinéaire,multilinear
multilinéarité,multilinearded
multinomial,multinomial
multiple,lieskement
multiplet,multiplet
multipliable,liesadus
multiplicande,liessaed
multiplicateur,liessaer
multiplicatif,multiplikativel
multiplication,liesadur
multiplicativité,multiplikativelezh
multiplicité,lieskemented
multiplier,liessaad
n-linéaire,n-linear
n-régulier,n-reolieg
nabla,nabla
nadir,nadir
nano- (n) : ×10^-9,nano-
nappe,napenn
nappe géométrique,napenn geometreg
naturel,naturel
nécessaire,red
nécessaire et suffisant,red ha bastus
nécessaire et suffisant,red ha sufiss
nécessairement,dre red
nécessité,red
négatif,negativel
négation,nac'hadur
négativité,negativelezh
négligeable,divernus
népérien,neperian
néphroïde,nefroïdenn
Neptune,Neptun(us)
neuf points (cercle des),kelc'h an naw foent
neutre,neutrel
newtonien,newtonian
nilpotence,nilpotañs
nilpotent,nilpotant
nilradical,nilradikal
niveau,live
niveau (courbe de),krommenn-live
niveau (surface de),gorreenn-live
nodal,nodal
noethérien,noetherian
nœud,"skloum, skoulm"
nombre,niver
nombre cardinal,niver kardinal
nombre entier,niver anterin
nombre ordinal,niver ordinal
non,"nann, nann-"
NON (¬),NANN
non borné,nann bonnet
non contradictoire,nann dislavarus
NON ET (|),NANN HA
non nul,nann null
NON OU (↓),NANN PE
non tous nuls,pas oll null
non vide,nann goullo
non-contradiction,nann-dislavar
normable,normadus
normal,normal
normal (vecteur),vektor normal
normale,normalenn
normale (loi),lesenn normal
normalement,end-normal
normalisable,normalisadus
normalisateur,normaliser
normalisation,normalisadur
normaliser,normalisañ
normalité,normalded
norme,norm
normé,normet
normé (espace),spass normet
normer,normañ
notation,notadur
notation scientifique,notadur skiantel
noter,notiñ
notion,naoutur
noyau,kraoñell
"nu (ν, Ν)",nu
nul,null
nullité,nullded
numéral,numeral ad/m.
numérateur,numerator
numération,niveradur
numération décimale,niveradur degel
numérique,nivereg
numérique (droite),eeunenn nivereg
numéro,niverenn
numérotation,niverennadur
numéroter,niverenniñ
objet,objet
oblique,beskell
oblique,beskellenn
observation,arsell
observer,arselloud
obtenir,obteniñ
obtus (angle),anlemm
obtusangle,anlemmgorn
occurrence,okurañs
octa-,okta-
octaèdre,oktaedr
octaédrique,oktaedreg
octaétéride,oktaeterid
octal,oktal
octant,oktant
octave,oktav
octet,oktet
octique,oktikenn
octo-,okto-
octogonal,oktogonel
octogone,oktogon
octonion,oktonion
Ombilic,ombilik
ombilicale,ombilikell
"oméga (ω, Ω)",omega
"omicron (ο, Ο)",omikron
onde,gwagenn
ondelette,gwagennig
opérateur,oberier
opération,oberiadur
opérationnel,oberiadurel
opérer,oberiañ
opposé (à),eneb (douzh)
opposé (de),eneb (eus)
opposé (l') de x,an eneb eus x
opposés (points diamétralement),poentoù eneb ent-diametral
opposés par le sommet (angles),ankloù eneb beg-douzh-beg
optimal,optimal
optimalité,optimalded
optimisation,optimisadur
optimiser,optimisañ
optimum,optimum
or (nombre d'),niver aour
orbite,orbit
ordinaire,ordinal
ordinal,ordinal
ordonnable,urzhiadus
ordonné,urzhiet
